EmployeeID,Tenure,RoleHistory,Promotions,LastPromotionYearsAgo,PastPerformance,SkillRelevance,TrainingParticipation,EventActivity,FeedbackScore,SentimentScore,TeamAttritionRate,ManagerAttrition,ProjectType,LocationChanges,Feedback360,RoleChanges,WorkLifeBalance,LeavePattern,RecognitionCount,AwardsReceived,AttritionLabel,ExitReason,ManagerDialogue,EmployeeResponse
EID811451,6,Engineer,1,1,1.3,0.9,4,5,4,0.8,0.1,0,R&D,0,5,1,2,0.8,3,1,0,None,Your innovation is remarkable. Let's talk about patent opportunities and research publications.,I am excited about the possibility of exploring patent ideas and writing research papers.
EID431023,15,Director,4,7,1.7,0.98,8,9,5,0.9,0.1,1,Client-facing,2,5,3,1,0.5,7,4,0,None,Your influence is invaluable. What strategic initiatives are you focused on this quarter?,I'm prioritizing digital transformation to enhance operational efficiency and improve our client relationships.
EID656011,2,Analyst,0,2,0.7,0.6,1,2,2,0,0.2,0,Standard,0,2,0,4,1,1,0,0,None,Your enthusiasm is contagious. Let's identify ways to increase your visibility in the team.,I am eager to get more involved in project discussions and contribute my analytical insights.
EID816047,8,Engineer,2,2,1.4,0.8,5,6,4,0.6,0.1,0,R&D,0,4,2,2,0.7,4,2,0,None,Your technical knowledge is commendable. Let's enroll you in an advanced training program.,I'm planning to get further certified in cloud technologies to enhance our development practices.
EID143010,3,Consultant,0,3,0.6,0.5,1,0,1,-0.2,0.4,0,Client-facing,0,2,0,5,1.7,0,0,1,Work-Life Balance,We're sorry to see you leave. We've approved a flexible working arrangement. Would that change your mind?,The offer is too late; my personal schedule needs are non-negotiable.
EID202093,11,Manager,3,4,1.5,0.9,6,7,5,0.7,0.2,0,Standard,1,5,2,2,0.6,5,2,0,None,Your leadership skills are impressive. Let's discuss your team's strategic goals for the next fiscal year.,I am focused on streamlining communication processes and fostering team cohesion.
EID657101,5,Analyst,1,1,1.1,0.75,3,4,4,0.4,0.3,0,R&D,0,4,1,3,0.9,2,0,0,None,You have demonstrated great analytical ability. Let's explore opportunities for you to lead analytical projects.,Thank you. My goal is to use data-driven insights to deliver project strategies.
EID768387,7,Engineer,1,3,1.2,0.8,4,5,3,0.5,0.4,1,Client-facing,0,3,1,3,1,3,0,1,Better Offer,We're matching the salary offered by the other company.,"I'm sorry, but the compensation package offered is too competitive."
EID471015,1,Consultant,0,1,0.5,0.5,0,0,1,-0.4,0.2,0,Standard,0,1,0,5,2,0,0,1,Manager Issue,I'm starting some sessions to encourage team communication.,"I'm sorry, but it's clear there is an issue with my manager."
EID985249,9,Manager,2,5,1.4,0.85,5,6,4,0.6,0.3,0,R&D,0,4,1,3,0.8,4,1,0,None,Your management skills are excellent. Let's begin plans to manage performance better.,I'm hoping to provide resources for all my employees to succeed.
EID552760,4,Analyst,0,4,0.8,0.65,2,2,3,0.1,0.2,0,Client-facing,0,3,0,4,1.1,1,0,0,None,We need to have some conversation about analytics. Let's catch up at our next meeting.,I can work to improve my work ethic.
EID740140,3,Analyst,0,3,0.7,0.6,1,2,3,0.2,0.2,0,Standard,0,3,0,3,1,1,0,0,None,Continue to focus on developing your analytical skills. We value your contributions.,I appreciate the feedback. I'm eager to learn and grow in my role.
EID783740,7,Engineer,1,4,1.2,0.8,3,5,4,0.6,0.1,0,R&D,0,4,0,4,0.8,3,1,0,None,Your technical expertise is invaluable. We're planning to involve you in a new project.,That sounds exciting! I'm always looking for new challenges.
EID385831,1,Analyst,0,1,0.6,0.5,0,1,2,-0.3,0.3,1,Client-facing,0,2,0,2,1.8,0,0,1,Work-Life Balance,We value your contribution. How about we re-assign you to a project with a more manageable scope?,"I appreciate the offer, but I've already accepted a position at another company with better work-life balance."
EID451238,12,Manager,2,5,1.5,0.9,5,8,5,0.8,0.1,0,Standard,1,5,1,3,0.7,5,2,0,None,Your leadership skills are exemplary. We're considering you for a senior management role next year.,That's great news. I'm committed to contributing to the company's success.
EID383457,5,Consultant,1,2,1.3,0.7,2,4,4,0.4,0.2,0,Client-facing,0,4,0,3,1.2,2,0,0,None,Your client relationships are crucial to our success. Let's discuss strategies to further enhance your performance.,I'm always open to new ideas and suggestions. Thanks for your support.
EID380061,9,Engineer,1,6,1.1,0.8,4,6,4,0.3,0.2,0,R&D,0,3,1,3,1.5,4,1,1,Career Growth,We recognize your potential. What if we can offer you lead a new team and provide you opportunities for more project leadership?,"I appreciate the offer, but I need to explore other opportunities for management experience outside this company."
EID941289,2,Analyst,0,2,0.8,0.6,1,3,3,0.1,0.4,1,Client-facing,0,3,0,2,1.2,1,0,0,None,Keep up the good work. Your analytical insights are valuable to the team.,I'm glad my work is appreciated. I'll continue to strive for excellence.
EID203050,4,Engineer,0,4,0.9,0.7,2,3,3,-0.1,0.3,0,Standard,0,3,0,2,1.6,1,0,1,Better Offer,We are ready to offer you a salary adjustment and additional benefits package.,"That's tempting, but I've already received a more lucrative offer with significant compensation benefits from another company."
EID367747,6,Manager,1,3,1.4,0.9,3,7,5,0.7,0.1,0,R&D,1,5,1,4,0.9,4,1,0,None,Your team is performing exceptionally well under your guidance. We value your leadership.,Thank you. I'm proud of my team's achievements and look forward to continued success.
EID786128,10,Director,2,4,1.6,0.95,6,9,5,0.9,0.05,0,Standard,1,5,1,3,0.6,6,3,0,None,Your strategic vision is instrumental to our company's growth. Let's discuss your long-term career goals.,I'm committed to contributing to the company's strategic direction.
EID712553,3,Analyst,0,3,0.7,0.6,1,2,3,0,0.25,0,Client-facing,0,3,0,3,1.5,1,0,1,Manager Issue,We can provide you with a mentor to help you navigate team challenges.,"I appreciate the offer, but the issues are rooted in management style, and I'm not confident they can be resolved quickly."
EID510154,8,Consultant,1,4,1.3,0.8,4,5,4,0.5,0.3,0,Standard,0,4,1,3,1,3,0,0,None,Your client management skills are impressive. Let's work on developing your leadership potential.,I'm interested in exploring leadership opportunities within the company.
EID583507,1,Engineer,0,1,0.5,0.5,0,0,1,-0.5,0.4,0,R&D,0,1,0,1,2,0,0,1,Personal,We will work with you on accomodating your personal needs and adjusting workload as needed.,I appreciate the help you are trying to provide but I have to prioritize my family.
EID910707,5,Engineer,0,5,1,0.7,2,3,3,0.2,0.2,0,Client-facing,0,3,0,3,1.3,2,0,0,None,Your technical skills are improving. What are your ambitions for the future?,I'm interested in specializing in a particular technology or domain.
EID808094,7,Manager,1,3,1.4,0.9,4,6,5,0.6,0.1,0,Standard,1,5,0,4,1,4,1,0,None,Your team consistently exceeds expectations. We need to continue nurturing talent under your wing.,I am ready to focus on people development skills and improve my team's performance even further.
EID885478,2,Analyst,0,2,0.6,0.5,0,1,2,-0.2,0.3,1,R&D,0,2,0,2,1.7,0,0,1,Work-Life Balance,"We recognize that you are under stress, how about we let you work from home for a couple days a week?","This doesn't address the root issue, so I'll need to look for a new job."
EID353542,11,Director,2,5,1.7,0.9,6,8,5,0.8,0.05,0,Client-facing,1,5,1,3,0.8,5,2,0,None,Your strategic insights are crucial to our success. I can give you more responsibilities if you want.,I am ready for any new challenges to improve the processes.
EID869983,4,Engineer,0,4,0.8,0.6,1,3,3,-0.1,0.3,0,R&D,0,3,0,2,1.6,1,0,0,None,Have you participated in recent training programs? It's something I can offer to help with career progress.,Can I work on personal development plan and have training assistance?.
EID804527,6,Consultant,1,2,1.2,0.7,3,5,4,0.4,0.2,0,Client-facing,0,4,0,3,1.1,2,0,0,None,You have shown strong work ethic and are valued employee! I have a good project coming up that would boost your skill set.,"This is a perfect opportunity, I would like to be a part of that project."
EID717322,9,Engineer,1,6,1,0.8,4,6,4,0.3,0.2,0,Standard,0,3,1,3,1.4,4,1,1,Career Growth,You have been an engineer for a long time. How about we assist you to develop leadership skills and become a manager?,"This is really interesting. However, I need a change outside of the company."
EID907924,3,Analyst,0,3,0.7,0.7,1,2,3,0.2,0.2,0,Standard,0,3,0,3,1,1,0,0,None,Continue focusing on data accuracy. Your presentations have been great!,"Thanks, I appreciate the positive feedback. I'm eager to learn more advanced analytics."
EID304394,7,Engineer,1,3,1.2,0.8,3,4,4,0.5,0.15,0,R&D,0,4,0,4,0.8,2,1,0,None,Your code quality is excellent. Have you considered taking on more mentorship responsibilities?,That's something I'd be interested in. It would allow me to further enhance the team's output
EID645209,12,Manager,2,5,1.4,0.9,5,6,5,0.7,0.3,0,Client-facing,1,5,1,3,0.6,4,2,0,None,Your team's performance has been outstanding this quarter. We're looking at you to take on a more strategic leadership role.,"That's excellent news, I thrive in high-pressure situations like this."
EID453796,2,Engineer,0,2,0.6,0.6,0,1,2,-0.3,0.4,1,R&D,0,2,0,2,1.8,0,0,1,Work-Life Balance,We can explore flexible work arrangements to support your personal needs.,I've considered my options and have accepted a position that offers better work/life balance in my current situation. This is not only work related.
EID810638,5,Analyst,1,2,1,0.7,2,3,3,0.3,0.2,0,Standard,0,3,0,4,1.2,1,0,0,None,Your insights are valuable. We'd like to offer you the lead role in this next project.,Thank you. This shows what's next in my trajectory and confirms this as the perfect place to stay.
EID823809,15,Director,3,7,1.6,0.95,6,7,5,0.8,0.2,0,Client-facing,2,5,2,2,0.7,5,3,0,None,You've consistently driven impressive results. We're discussing the possibility of extending your role to oversee more strategic initiatives.,I am excited to hear that and will be happy to extend the reach and implement the initiatives planned.
EID288656,1,Engineer,0,1,0.5,0.5,0,0,1,-0.1,0.3,0,R&D,0,1,0,3,1.5,0,0,1,Manager Issue,"We value you as an engineer, and are willing to reassign you to a different team.",The work environment and management expectations don't match my working style. I've accepted an offer with a company that values similar standards.
EID428487,8,Manager,1,4,1.3,0.85,4,5,4,0.6,0.25,1,Standard,1,4,1,3,0.9,3,1,1,Better Offer,We can increase your salary to meet the competitive offer you received.,"Although the salary is appreciated, my career aspirations are beyond a simple wage increase. It's time to jump start my career elsewhere."
EID674213,4,Analyst,0,4,0.8,0.65,1,2,3,-0.2,0.1,0,Client-facing,0,3,0,2,1.7,0,0,1,Career Growth,We'll focus on providing you more training opportunities and career growth initiatives.,"Although training would be nice, this is the right time for me to take on new challenges in a different environment. I'm very excited about my career growth opportunities."
EID111091,6,Engineer,1,3,1.1,0.75,3,4,4,0.4,0.18,0,R&D,0,4,0,4,1.1,2,0,0,None,Your technical skills are in high demand. We'd like to start planning for your potential promotion to a Senior Engineer role.,It's reassuring to know that my work is being valued and that there is a future here. Thanks.
EID805483,9,Manager,2,3,1.5,0.9,4,6,5,0.75,0.22,0,Standard,0,5,1,3,0.8,3,1,0,None,Your leadership is crucial to the team's success. We're looking at options to offer you equity in the company.,"Thank you for your trust. That's a great motivator, and definitely something I'd appreciate."
EID108887,3,Consultant,0,3,0.7,0.7,1,1,2,0.1,0.35,0,Client-facing,0,2,0,3,1.3,1,0,0,None,Your client communication skills are excellent. We'd like to see you focus on project management skills.,"That would be a great addition to my skills, and help me broaden my career options withing the company."
EID972089,7,Engineer,1,2,1.2,0.8,3,5,4,0.55,0.4,1,R&D,0,4,0,2,1,2,1,1,Work-Life Balance,"We can limit your work hours to 40 per week, and offer time management training.","While I appreciate that offer, I don't think I can have balance in this role with the current expectations. I need a position with more flexibility."
EID171252,10,Manager,2,4,1.4,0.88,5,7,5,0.7,0.15,0,Standard,1,5,1,3,0.7,4,2,0,None,Your guidance is essential for the team. We value your opinion in decision making.,"Great, knowing that will help me take on even more responsibility."
EID112542,2,Analyst,0,2,0.6,0.6,0,1,2,-0.4,0.45,0,Client-facing,0,2,0,2,1.9,0,0,1,Personal,We can give you time-off with pay if personal matters are the reason you're not performing to the best of your ability.,It has nothing to do with the company's performance or expectations. I need to be out of the state to handle personal situations.
EID531225,5,Consultant,0,5,0.9,0.7,2,3,3,0.2,0.25,0,R&D,0,3,0,4,1.2,1,0,0,None,"Your consulting insight has been invaluable, and is appreciated.","Great, it is good to know my input and presence is valued."
EID202444,13,Director,3,5,1.7,0.97,6,8,5,0.85,0.18,0,Client-facing,1,5,2,2,0.6,5,3,0,None,Your strategic vision has been exemplary. Can you take on the team and create a new project to grow even more?,"I love this company, and my mission is to keep growing our revenue and impact in the industry."
EID650779,1,Engineer,0,1,0.5,0.5,0,0,1,-0.2,0.38,1,R&D,0,1,0,3,1.6,0,0,1,Manager Issue,"We can offer weekly meetings with the director, and the team lead, to discuss any concerns.",The lack of support and micro-managing is impacting my performance and work. I have accepted a role with a more collaborative environment.
EID208954,8,Manager,1,6,1.3,0.82,4,5,4,0.62,0.28,0,Standard,0,4,1,3,0.9,3,1,0,None,Your guidance for employees on the floor is great. We're looking to develop the project.,"I am up to the task, and excited to learn more about the company's plans in the future. Thank you for your trust."
EID818798,4,Analyst,0,4,0.8,0.68,1,2,3,-0.3,0.12,0,Client-facing,0,3,0,2,1.8,0,0,1,Career Growth,We'd like to propose taking you to higher level courses.,"Although training is great and helpful, I want to work for an organization that has long-term career growth plans for me."
EID567604,3,Engineer,0,3,0.7,0.6,1,2,2,-0.2,0.2,0,Standard,0,2,0,3,1.1,1,0,0,None,Keep up the good work! Focus on developing your teamwork skills.,I'm hoping to contribute more to the team's success.
EID468591,7,Analyst,1,4,1.1,0.8,3,5,4,0.3,0.1,0,R&D,0,4,1,4,0.7,3,1,0,None,Your analysis has been critical. Consider presenting your findings at the next company-wide meeting.,I'm excited to share my insights and get more involved in the broader strategy.
EID330074,1,Engineer,0,1,0.6,0.5,0,1,2,-0.4,0.3,0,Client-facing,0,2,0,2,1.6,0,0,1,Better Offer,We value your skills! We can increase your salary by 15% to match the offer you received.,I appreciate the counteroffer  but the other company offered a higher base salary and a signing bonus I couldn't refuse.
EID860480,12,Manager,3,3,1.5,0.9,5,7,5,0.7,0.2,0,R&D,1,5,2,5,0.6,5,2,0,None,Your leadership on the new project has been exemplary. Let's discuss your career goals for the next 5 years.,I'm eager to learn more about strategic planning and potential pathways to senior management.
EID397058,5,Consultant,1,2,1,0.7,2,3,3,0.1,0.4,1,Client-facing,0,3,1,3,1.2,2,0,1,Work-Life Balance,We understand your concerns about workload. Let's explore more flexible hours and reduced travel.,Thank you  but the constant travel is impacting my family life significantly  and I need a job with more stability.
EID364132,9,Analyst,2,5,1.3,0.85,4,6,4,0.5,0.15,0,Standard,0,4,1,4,0.8,4,1,0,None,Your contributions to the quarterly reports are vital. Have you considered leading a data analysis project?,I'm interested in taking on more responsibility and mentoring junior analysts.
EID302458,2,Engineer,0,2,0.8,0.65,1,2,3,-0.1,0.25,0,R&D,0,3,0,3,1.3,1,0,0,None,You've shown great promise in the initial training. Let's focus on expanding your skillset in Python.,I'm enthusiastic about learning new technologies and tackling challenging projects.
EID135695,6,Manager,1,3,1.2,0.8,3,4,4,0.4,0.3,0,Client-facing,1,4,1,3,1,3,1,0,None,Your team's performance has consistently exceeded expectations. What are your thoughts on leading a cross-functional initiative?,I'm excited to collaborate with other departments and streamline our project delivery process.
EID124851,15,Director,4,4,1.6,0.95,6,8,5,0.8,0.1,0,R&D,2,5,2,4,0.5,6,3,0,None,Your strategic vision has significantly contributed to our growth. We'd like to explore expanding your responsibilities within the executive team.,I'm honored by the opportunity and eager to help shape the company's future direction.
EID749485,4,Analyst,0,4,0.9,0.7,2,3,3,0,0.2,0,Standard,0,3,0,3,1.4,1,0,1,Career Growth,"We acknowledge your desire for advancement. We can create a personalized development plan for you, including mentorship and skill-building workshops.",Thank you for the offer  but I feel like I'm ready for a management role now  and I don't see that happening here in the near future.
EID196407,8,Engineer,2,2,1.4,0.9,4,5,5,0.6,0.1,0,R&D,0,5,1,4,0.7,4,1,0,None,Your technical expertise is highly valued. We are now offering a specialist engineer role with more responsibilities and authority on projects.,I appreciate the consideration and will gladly explore how this specialist role will elevate my skills.
EID159645,2,Consultant,0,2,0.75,0.6,1,1,2,-0.3,0.4,1,Client-facing,0,2,0,2,1.5,0,0,1,Manager Issue,I understand you feel unsupported. Let's connect you with a different manager known for mentoring and team building.,I appreciate you trying to find a solution  but I've heard similar reports about other managers in this department.
EID722999,10,Manager,2,3,1.3,0.85,5,6,4,0.4,0.2,0,Standard,1,4,1,4,0.9,3,1,0,None,"Your leadership skills are developing nicely, and are critical to the success of your projects. Let's work towards more advanced team management training sessions.",I'm looking forward to mastering leadership skills and guiding the next generation of employees to thrive.
EID788500,3,Analyst,0,3,0.85,0.7,1,2,3,-0.15,0.3,0,R&D,0,3,0,3,1.2,1,0,0,None,You've made excellent progress. Let's discuss opportunities for you to take on more challenging analytical tasks.,I'm eager to delve deeper into complex data sets and refine my problem-solving skills.
EID976042,7,Consultant,1,4,1.15,0.75,3,4,4,0.25,0.3,0,Client-facing,0,4,1,3,1.1,2,0,0,None,Thank you for the innovative ideas. Would you be interested in co-leading a client engagement strategy session?,Sounds like a fantastic challenge. I'd welcome the chance to leverage my skills to drive positive client results.
EID327357,1,Engineer,0,1,0.6,0.55,0,0,2,-0.5,0.4,0,Standard,0,2,0,2,1.7,0,0,1,Personal,I'm sorry to hear about your situation. Is there anything we can do to provide support during this difficult time?,I appreciate your empathy  but the need to relocate closer to my family is a priority I cannot delay.
EID728500,11,Manager,3,5,1.4,0.9,5,7,5,0.65,0.15,0,R&D,1,5,2,4,0.65,4,2,0,None,The success of your product team has been a game-changer. We should discuss opportunities for you to become a project sponsor.,Thank you. I'd be eager to share my expertise and champion new projects from the outset.
EID769078,5,Analyst,1,2,1.05,0.7,2,3,3,0.05,0.25,0,Standard,0,3,1,3,1.3,2,0,0,None,Great work on the recent data analysis report. I see great things for your future within the analytics department.,I hope to become a valuable asset by contributing to the data-driven decision-making process.
EID227706,2,Engineer,0,2,0.7,0.6,1,1,2,-0.25,0.35,0,Client-facing,0,2,0,2,1.45,0,0,0,None,You showed a lot of aptitude in the last team project. We will focus on developing more of your skills moving forward.,I appreciate your feedback  and I am always looking for the next opportunity to learn new things.
EID842470,9,Consultant,2,4,1.35,0.8,4,5,4,0.55,0.15,0,Client-facing,0,4,1,3,0.85,3,1,0,None,"Your insights and strategies have greatly increased efficiency and client engagement, and will be a future leader to be watched.",I'm excited to continue delivering innovative solutions and mentoring new consultants to succeed.
EID225805,3,Analyst,0,3,0.7,0.7,2,3,3,0.2,0.2,0,Standard,0,3,0,3,1,1,0,0,None,Keep up the good work. Focus on improving your presentation skills.," ""I appreciate the feedback. I'm eager to learn and grow."""
EID190582,8,Engineer,1,4,1.2,0.8,5,5,4,0.5,0.1,0,R&D,0,4,1,4,0.8,3,1,0,None,You've been a valuable asset. Let's discuss your career goals for the next year.," ""I'm interested in exploring opportunities in project management."""
EID998043,5,Analyst,0,5,0.6,0.6,1,1,2,-0.4,0.3,1,Client-facing,1,2,0,2,1.8,0,0,1,Work-Life Balance,"We understand your concerns. Let's try a more flexible work arrangement, reducing your client-facing hours."," ""I appreciate the offer  but the constant travel and unpredictable schedule are too much. I need something more stable."""
EID734059,12,Manager,2,3,1.5,0.9,7,6,5,0.7,0.2,0,Standard,0,5,1,5,0.7,4,2,0,None,Your team's performance has been excellent. We're considering you for a senior management role.," ""That's great to hear. I'm ready for a new challenge and more responsibility."""
EID236217,2,Engineer,0,2,0.8,0.7,3,2,3,-0.1,0.4,0,R&D,0,3,0,3,1.2,1,0,0,None,You have potential. Focus on collaborating more effectively with your team.," ""I'll definitely work on that. Thanks for the advice."""
EID494220,15,Director,2,6,1.6,0.95,8,7,5,0.8,0.1,0,Standard,1,5,2,4,0.6,5,3,0,None,You've shown great leadership. We want to ensure you're challenged and fulfilled.," ""I'm committed to the company's success. I'm interested in mentoring junior staff."""
EID788279,4,Consultant,0,4,0.9,0.8,4,4,3,0.3,0.2,0,Client-facing,0,3,0,3,1.1,2,0,0,None,Your client feedback is consistently positive. Let's discuss ways to expand your skillset.," ""I'm interested in learning more about data analytics."""
EID900962,9,Engineer,1,5,1.3,0.85,6,5,4,0.6,0.3,1,R&D,0,4,1,4,0.9,3,1,0,None,You've made significant contributions to the project. Consider taking on a mentorship role.," ""I'd be happy to share my knowledge and experience with others."""
EID779378,6,Analyst,1,2,1.1,0.75,5,4,4,0.4,0.4,0,Standard,0,4,1,4,1,2,0,0,None,Your analytical skills are highly valued. What are your long-term career aspirations?," ""I'm hoping to advance to a senior analyst position in the next few years."""
EID693566,1,Engineer,0,1,0.5,0.6,1,1,2,-0.6,0.5,1,Client-facing,0,2,0,2,1.9,0,0,1,Manager Issue,We're aware of your concerns regarding your manager. We will conduct an internal review and provide you a new mentor.," ""I appreciate the offer  but the damage is done. I don't feel comfortable working in this environment anymore."""
EID942216,7,Manager,1,3,1.4,0.9,6,6,5,0.7,0.2,0,R&D,0,5,1,4,0.8,4,2,0,None,Your leadership is inspiring. Let's talk about your strategy for the next quarter.," ""I'm focused on driving innovation and fostering a collaborative team environment."""
EID293743,10,Analyst,2,2,1.7,0.95,7,7,5,0.9,0.1,0,Standard,0,5,2,5,0.5,5,3,0,None,Your performance is outstanding. We're considering you for a promotion to a management role.," ""That's fantastic news! I'm ready to take on more responsibility and lead a team."""
EID216229,3,Engineer,0,3,0.7,0.7,2,3,3,0.1,0.3,0,Client-facing,0,3,0,3,1.3,1,0,0,None,Focus on gaining more technical expertise. Attend relevant training programs.," ""I'll explore those options. Thanks for the guidance."""
EID829445,14,Director,2,5,1.5,0.9,8,8,5,0.6,0.4,1,R&D,1,5,2,3,0.7,5,3,1,Better Offer,We're prepared to offer you a significant salary increase and stock options.," ""I appreciate the offer  but I've already accepted a position with another company that aligns better with my long-term career goals and provides a better work life balance."""
EID293213,5,Consultant,0,5,0.8,0.7,3,4,3,-0.2,0.2,0,Client-facing,0,3,0,2,1.7,1,0,1,Career Growth,We can offer you to head up a new initiative to develop new consulting solutions for our growing client base.," ""While this is a great opportunity  I'm seeking a role with more direct client interaction and strategic influence."""
EID365641,2,Analyst,0,2,0.6,0.6,1,2,2,-0.5,0.3,0,Standard,0,2,0,3,1.6,0,0,1,Personal,We respect your decision and wish you all the best in your future endeavors.," ""Thank you for your understanding."""
EID408877,11,Engineer,1,4,1.3,0.8,6,5,4,0.5,0.1,0,R&D,0,4,1,4,0.8,3,1,0,None,You've been a key contributor to our engineering team. Let's discuss your career progression.," ""I'm interested in exploring more leadership opportunities within the team."""
EID589638,6,Manager,0,6,0.9,0.7,4,4,3,-0.3,0.3,1,Client-facing,1,3,0,2,1.5,2,0,1,Work-Life Balance,We can restructure your workload to allow for better work/life balance. We can assign dedicated Project managers.," ""I appreciate the gesture  but it is more than just this project that I'm struggling to find a work life balance. I need to prioritise my family at this time."""
EID792561,8,Analyst,1,3,1.2,0.85,5,5,4,0.6,0.2,0,Standard,0,4,1,4,0.9,3,1,0,None,Your analytical skills have been instrumental to our success. Let's talk about advanced analytics training.," ""I'd love to expand my knowledge in data science."""
EID179392,4,Engineer,0,4,0.7,0.6,2,3,3,-0.4,0.4,0,R&D,0,3,0,3,1.4,1,0,0,None,Focus on improving your communication skills and presenting your ideas effectively.," ""I understand  and I'm committed to working on that."""
EID769809,3,Analyst,0,3,0.7,0.75,1,2,3,-0.1,0.2,0,Standard,0,3,0,3,1.1,1,0,0,None,Let's work on your presentation skills to enhance your career growth.,I appreciate the feedback. I'm eager to improve and contribute more effectively.
EID575470,8,Engineer,1,3,1.2,0.85,3,5,4,0.4,0.15,0,R&D,0,4,1,4,0.8,3,1,0,None,You've consistently exceeded expectations.  Let's discuss potential leadership opportunities.,I'm very interested in taking on more responsibility and developing my leadership skills.
EID389809,5,Analyst,0,5,0.6,0.6,2,1,2,-0.3,0.3,1,Client-facing,1,2,0,2,1.7,0,0,1,Better Offer,We value your contributions.  How about a 10% salary increase and a fast-track promotion plan?,"While I appreciate the offer, I've already accepted a role with a significant increase in compensation and growth potential."
EID906731,12,Manager,2,4,1.5,0.9,5,7,5,0.7,0.1,0,Standard,0,5,1,5,0.6,5,2,0,None,Your team's performance is outstanding. Keep motivating them and fostering innovation!,I'm committed to supporting my team and driving further success.
EID547724,2,Engineer,0,2,0.8,0.7,0,0,3,-0.2,0.25,0,Client-facing,0,3,0,2,1.3,0,0,1,Work-Life Balance,We can offer more flexible hours and reduced client interaction to improve your work-life balance.,"Thank you, but the demands of this role are simply incompatible with my personal needs at this time."
EID825846,7,Consultant,1,2,1.3,0.95,4,6,4,0.6,0.1,0,R&D,0,4,0,4,0.7,4,1,0,None,Your expertise is invaluable. We are considering you for the lead consultant role on the next big project.,That sounds like a great opportunity. I am keen to leverage my skills and contribute to a challenging project.
EID800007,4,Engineer,0,4,0.7,0.7,1,3,3,-0.4,0.4,0,Standard,0,2,0,2,1.5,0,0,1,Career Growth,Let's explore some training opportunities to enhance your skills in newer technologies.,"I appreciate the suggestion, but my skillset does not align with the current projects. I need opportunities to utilize my current skills."
EID907278,15,Director,3,5,1.7,0.98,6,8,5,0.8,0.05,0,R&D,1,5,1,4,0.5,7,3,0,None,Your leadership is critical to our success.  We're expanding your team to support your initiatives.,I am ready to lead and expand the team. Let's ensure we have the necessary resources and support.
EID907528,1,Analyst,0,1,0.6,0.55,0,1,2,-0.5,0.35,1,Client-facing,0,2,0,1,1.8,0,0,1,Manager Issue,We've taken steps to address the issues you raised with your manager. We are committed to improving team dynamics.,"I appreciate the effort, but the environment has already impacted my motivation and productivity. I need a fresh start."
EID439113,6,Engineer,1,1,1.1,0.8,2,4,4,0.3,0.2,0,Standard,0,4,0,3,1,2,0,0,None,You're a valuable asset to the team. Consider becoming a mentor to junior engineers.,I am happy to mentor and guide new team members. It is a great way for me to contribute to the team and continue to grow.
EID369836,9,Manager,1,6,1.4,0.92,5,7,5,0.5,0.1,0,R&D,0,5,1,4,0.7,6,2,0,None,You are a great leader and very effective. We will provide more opportunities for development in your field of expertise.,"Thank you, I look forward to more development opportunities and continuing to provide effective leadership."
EID269833,3,Analyst,0,3,0.8,0.65,1,2,3,-0.2,0.2,0,Client-facing,0,3,0,2,1.4,1,0,1,Personal,We understand that your priorities have shifted. We wish you all the best in your future endeavors.,"Thank you, I have accepted a position that will allow me to relocate to be with family."
EID918656,10,Engineer,2,2,1.6,0.95,4,8,5,0.6,0.1,0,R&D,0,5,1,4,0.6,7,3,0,None,Your project success is recognized. We would like to place you in a senior position with broader responsibilities.,I am excited about taking on new challenges and a bigger responsibility.
EID177591,5,Consultant,0,5,0.9,0.8,2,3,3,0.1,0.25,0,Standard,0,3,0,3,1.2,1,0,0,None,Your collaboration with the team is beneficial. You should participate in more training programs for professional development.,Thank you for the suggestion. I will definitely consider participating in training programs.
EID390756,1,Engineer,0,1,0.5,0.6,0,0,2,-0.6,0.4,1,Client-facing,0,2,0,2,1.9,0,0,1,Work-Life Balance,We are restructuring the team and offering more support to balance workload. Would you like to take part?,"Thanks for trying to help, but I have decided to seek other opportunities."
EID914854,11,Manager,2,3,1.5,0.9,5,6,5,0.7,0.1,0,R&D,0,5,1,5,0.6,6,2,0,None,Your leadership skills are commendable. We would like to offer you a position as a senior manager.,I appreciate the offer and I am ready to step up into this role.
EID165417,4,Analyst,0,4,0.7,0.75,1,2,3,-0.3,0.3,0,Standard,0,3,0,2,1.5,1,0,1,Career Growth,We're going to provide opportunities for advanced training to help you improve your career and knowledge.,"Thank you for your consideration, but I've been offered a position with significant career opportunities elsewhere."
EID501393,8,Engineer,1,2,1.3,0.85,3,5,4,0.4,0.15,0,R&D,0,4,1,4,0.8,3,1,0,None,Your technical abilities are valuable. We are creating a new role where you can spearhead several research activities.,That's exciting news and I am eager to accept this opportunity.
EID507466,2,Consultant,0,2,0.8,0.7,0,1,3,-0.4,0.2,0,Client-facing,0,3,0,2,1.6,0,0,1,Manager Issue,We are replacing the team manager to restore a positive workplace and working culture. Would you like to stay and see the change?,"I appreciate the effort, but my faith in the company's leadership has been compromised."
EID448813,6,Engineer,1,1,1.2,0.8,2,4,4,0.3,0.2,0,Standard,0,4,0,3,1,2,0,0,None,Your contribution to the team has not gone unnoticed. We'd like to promote you to a team leader role.,Thank you for this wonderful opportunity. I will definitely accept the promotion.
